May 17 2020 12:18:03 FW15 : %ASA-4-400038: IPS:6100 RPC Port Registration 209.70.251.131 to 179.127.235.100 on interface GigabitEthernet0/0	0
May 17 2020 12:18:04 FW08 : %ASA-1-104502: (Secondary) Becoming Backup unit failed.	0
May 17 2020 12:18:04 FW00 : %ASA-7-710002: TCP access permitted from 201.133.165.66/41086 to GigabitEthernet0/1:158.51.84.198/SMTP	0
May 17 2020 12:18:04 FW17 : %ASA-7-718022: Received KEEPALIVE request from 166.53.151.31	0
May 17 2020 12:18:04 FW15 : %ASA-4-400002: IPS:1002 IP options-Timestamp 59.114.190.221 to 58.34.54.111 on interface GigabitEthernet0/4	0
May 17 2020 12:18:04 FW16 : %ASA-7-718019: Sent KEEPALIVE request to 211.9.91.113	0
May 17 2020 12:18:04 FW20 : %ASA-5-718012: Sent HELLO request to 138.242.133.241	0
May 17 2020 12:18:04 FW11 : %ASA-4-400003: IPS:1003 IP options-Security 52.42.221.2 to 74.228.13.237 on interface GigabitEthernet0/0	0
May 17 2020 12:18:04 FW09 : %ASA-6-304004: URL Server 133.65.175.163 request failed URL http://www.stafford-woods.info/	0
May 17 2020 12:18:05 FW13 : %ASA-4-400038: IPS:6100 RPC Port Registration 52.53.66.33 to 20.87.196.87 on interface GigabitEthernet0/3	0
May 17 2020 12:18:05 FW05 : %ASA-1-101002: (Primary) Bad failover cable.	0
May 17 2020 12:18:05 FW23 : %ASA-4-400019: IPS:2009 ICMP Information Request 9.206.104.212 to 66.21.10.177 on interface GigabitEthernet0/2	0
May 17 2020 12:18:05 FW25 : %ASA-3-212004: Unable to send an SNMP response to IP Address 193.244.104.157 Port 51392 interface GigabitEthernet0/3 , error code = Unavailable	0
May 17 2020 12:18:05 FW17 : %ASA-5-718012: Sent HELLO request to 2.179.189.84	0
May 17 2020 12:18:05 FW21 : %ASA-1-105004: (Primary) Monitoring on interface GigabitEthernet0/2 normal	0
